id	filename	md5	size	state
1c9f61fa-9f70-4a1c-83a9-bd2d4c0e36d3	1c9f61fa-9f70-4a1c-83a9-bd2d4c0e36d3/4f71fb84-d7a9-471e-8ae4-c7ac3d3c1873.wxs.aliquot_ensemble_masked.maf.gz	424e3770c2c6b5a37d4f64b37e70689f	66669	validated
1cec22f3-500e-47c1-b281-cc606ca4fb67	1cec22f3-500e-47c1-b281-cc606ca4fb67/ce81543f-c98f-4384-b9ca-ef95676b1cc5.wxs.aliquot_ensemble_masked.maf.gz	3525624df558c266770c56ace4f4d5c0	64959	validated
1d3ef85a-b5d5-461e-8ae9-b47895115ed9	1d3ef85a-b5d5-461e-8ae9-b47895115ed9/3421b3d3-e961-451d-b452-e2b607533d19.wxs.aliquot_ensemble_masked.maf.gz	f9fdc8517ed191dcd49d0cbea1a8a7e8	46640	validated
1df8c9bc-5761-4860-a158-b1b623ecd13c	1df8c9bc-5761-4860-a158-b1b623ecd13c/7c2b2013-b20d-4857-a689-f3a83057fda3.wxs.aliquot_ensemble_masked.maf.gz	76d81e413667a7892eb939612f87c5f8	45643	validated
1e6f207e-a102-4db9-a944-296fa785f318	1e6f207e-a102-4db9-a944-296fa785f318/5424905f-9669-4803-85c7-0ab60fc636c2.wxs.aliquot_ensemble_masked.maf.gz	6fa5b4f3e88165c7a2c29d2b8e93ed11	50227	validated
1e74d87d-42e6-4704-9d05-ae5263e5d10b	1e74d87d-42e6-4704-9d05-ae5263e5d10b/921b9db0-2042-43a0-9564-e75f4aec2ac7.wxs.aliquot_ensemble_masked.maf.gz	5812e4f281a1e61d1ba60a455e9a6919	80864	validated
1e7e7546-812d-44a7-b744-39eb519f81a6	1e7e7546-812d-44a7-b744-39eb519f81a6/4945c680-5580-436f-be95-b971176ff59c.wxs.aliquot_ensemble_masked.maf.gz	df2fe0665477c6f08697a40e70ff38a5	54449	validated
1e84ed2c-6537-48ff-aa33-4974b2a2f359	1e84ed2c-6537-48ff-aa33-4974b2a2f359/8f96e23f-eca5-4105-a3de-02d84306d90e.wxs.aliquot_ensemble_masked.maf.gz	ffc80d9f83ad87c4fbeaa999d31c9720	12769	validated
1f1d1d37-e23a-4f13-bf79-4959fc58d9fe	1f1d1d37-e23a-4f13-bf79-4959fc58d9fe/4bf344ed-a498-4a0a-83d7-4421cacf0611.wxs.aliquot_ensemble_masked.maf.gz	96256ef5b7a926d9248711ef3f5a3495	85204	validated
1f9d9821-543b-4e31-b584-6f9532097201	1f9d9821-543b-4e31-b584-6f9532097201/c003a5cd-91c7-4520-a363-61beb376f09c.wxs.aliquot_ensemble_masked.maf.gz	5138e0bebea5c58a31514c2f29a7943c	45745	validated
1fa2d5d1-7123-45f9-b541-35d41e1dde30	1fa2d5d1-7123-45f9-b541-35d41e1dde30/3d4d182b-9af0-46a5-985f-42f3a04e3a79.wxs.aliquot_ensemble_masked.maf.gz	7cf81275762a5d0dc60cba44e18b4748	40347	validated
208d5ffa-6032-496f-8b07-16fc8214128e	208d5ffa-6032-496f-8b07-16fc8214128e/08fcd4a9-3008-4056-88f2-e8a49960e4f8.wxs.aliquot_ensemble_masked.maf.gz	65999e9ac15e7c72b1d617bb2c09dd95	6307	validated
20c17e80-6e6e-4c29-854b-e32048ab4e2c	20c17e80-6e6e-4c29-854b-e32048ab4e2c/e746abbd-3c96-4416-9bf0-d627b55f11ef.wxs.aliquot_ensemble_masked.maf.gz	4cc0eb2803e7e88ddcae85c9345ee648	47518	validated
2333ed25-fe20-4a98-9519-4bc832973368	2333ed25-fe20-4a98-9519-4bc832973368/7d33a980-ae38-4d33-9f0a-0acc8a2d92ae.wxs.aliquot_ensemble_masked.maf.gz	71d665e3630e44b14b3f3c8cd7ca19d4	27398	validated
239db0f3-6c70-4ed9-aca2-df0abe49665e	239db0f3-6c70-4ed9-aca2-df0abe49665e/8255f919-4757-4c8d-b917-992183a48179.wxs.aliquot_ensemble_masked.maf.gz	4b3a8ddc54ea6e413020f0b03ce7452d	52781	validated
248b6ae4-4e0a-42c2-9e7c-cacee3906e3b	248b6ae4-4e0a-42c2-9e7c-cacee3906e3b/c02a0d82-8602-44cd-977d-5f5a04ad2662.wxs.aliquot_ensemble_masked.maf.gz	cf4553000afd6760291067c007c07400	21367	validated
2598a5de-9c1b-4e98-8188-ce0f7dd1e0f1	2598a5de-9c1b-4e98-8188-ce0f7dd1e0f1/64f49455-83c6-4be9-ac03-50ffa54b26f3.wxs.aliquot_ensemble_masked.maf.gz	952ec54a5b4063a7e2bcb51202398e10	46344	validated
2611e117-9e6e-4a9e-9520-99a2cc9779d9	2611e117-9e6e-4a9e-9520-99a2cc9779d9/25ec2691-d87c-40cb-91d2-3f422274f834.wxs.aliquot_ensemble_masked.maf.gz	5962faf2cc414f26d8b3dace2440a5b7	35262	validated
